4.99,4.99,4.91,4.99,4.59
4.59,4.21,4.59,4.64,4.59
4.61,4.61,4.5,4.61,4.19
4.02,4.02,4.01,4.02,3.81
3.81,3.81,3.81,3.81,3.6
3.47,3.47,3.44,3.47,3.33
3.35,3.35,3.36,3.35,3.28
3.48,3.48,3.57,3.48,3.45
3.19,3.19,3.2,3.19,3.02
4.0,4.0,3.96,4.0,3.59
4.5,4.5,4.37,4.5,4.05
4.56,4.56,4.56,4.56,4.37
4.41,4.86,4.99,4.52,4.99
4.64,4.59,4.59,4.12,4.46
4.61,4.37,4.61,4.67,4.34
4.02,3.82,4.02,4.04,3.79
3.81,3.75,3.81,4.05,3.59
3.47,3.52,3.47,3.76,3.49
3.35,3.57,3.35,3.63,3.45
3.48,3.6,3.48,3.68,3.55
3.19,3.07,3.19,3.38,3.2
4.0,3.61,4.0,3.88,3.8
4.5,4.23,4.5,4.46,4.33
4.56,4.26,4.56,4.54,4.47
4.86,4.86,4.86,4.86,4.86
4.5,4.4,4.4,4.46,4.4
4.34,4.34,4.34,4.51,4.34
3.79,3.79,3.79,3.79,3.79
3.59,3.59,3.59,3.59,3.59
3.49,3.49,3.49,3.49,3.49
3.45,3.45,3.45,3.45,3.45
3.55,3.55,3.55,3.55,3.55
3.2,3.2,3.2,3.2,3.2
3.8,3.8,3.8,3.8,3.8
4.33,4.33,4.33,4.33,4.33
4.47,4.47,4.47,4.47,4.47
4.86,4.86,4.86,4.86,4.86
4.4,4.5,4.4,4.46,4.4
4.34,4.34,4.34,4.51,4.34
3.79,3.79,3.79,3.79,3.79
3.59,3.59,3.59,3.59,3.59
3.49,3.49,3.49,3.49,3.49
3.45,3.45,3.45,3.45,3.45
3.55,3.55,3.55,3.55,3.55
3.2,3.2,3.2,3.2,3.2
3.8,3.8,3.8,3.8,3.8
4.33,4.33,4.33,4.33,4.33
4.47,4.47,4.47,4.47,4.47
4.59,4.59,4.91,4.99,4.91
4.21,4.64,4.59,4.64,4.59
4.19,4.5,4.61,4.5,4.61
3.81,4.01,4.02,4.01,4.02
3.6,3.81,3.81,3.81,3.81
3.33,3.44,3.47,3.44,3.47
3.28,3.36,3.35,3.36,3.35
3.45,3.57,3.48,3.57,3.48
3.02,3.2,3.19,3.2,3.19
3.59,3.96,4.0,3.96,4.0
4.05,4.37,4.5,4.37,4.5
4.37,4.56,4.56,4.56,4.56
4.99,4.99,4.99,4.91,4.99
4.59,4.59,4.59,4.64,4.59
4.61,4.61,4.61,4.5,4.61
4.02,4.02,4.02,4.01,4.02
3.81,3.81,3.81,3.81,3.81
3.47,3.47,3.47,3.44,3.47
3.35,3.35,3.35,3.36,3.35
3.48,3.48,3.48,3.57,3.48
3.19,3.19,3.19,3.2,3.19
4.0,4.0,4.0,3.96,4.0
4.5,4.5,4.5,4.37,4.5
4.56,4.56,4.56,4.56,4.56
4.99,4.99,4.99,4.41,4.99
4.59,4.59,4.59,4.64,4.59
4.61,4.61,4.61,4.61,4.3
4.02,4.02,4.02,4.02,3.76
3.81,3.81,3.81,3.81,3.61
3.47,3.47,3.47,3.47,3.25
3.35,3.35,3.35,3.35,3.31
3.48,3.48,3.48,3.48,3.46
3.19,3.19,3.19,3.19,2.97
4.0,4.0,4.0,4.0,3.45
4.5,4.5,4.5,4.5,4.05
4.56,4.56,4.56,4.56,4.06
4.52,4.41,4.99,5.04,4.86
4.4,4.5,4.4,4.59,4.4
4.34,4.51,4.61,4.51,4.5
3.79,3.88,4.02,3.92,4.01
3.59,3.66,3.81,3.68,3.81
3.49,3.37,3.47,3.41,3.44
3.45,3.31,3.35,3.31,3.36
3.55,3.45,3.48,3.48,3.57
3.2,3.06,3.19,3.11,3.2
3.8,3.73,4.0,3.77,3.96
4.33,4.4,4.5,4.39,4.37
4.47,4.58,4.56,4.54,4.56
4.86,5.04,4.86,4.41,4.41
4.08,4.4,4.4,4.5,4.59
4.3,4.51,4.61,4.51,4.5
3.76,3.88,4.02,3.92,4.01
3.61,3.66,3.81,3.68,3.81
3.25,3.37,3.47,3.41,3.44
3.31,3.31,3.35,3.31,3.36
3.46,3.45,3.48,3.48,3.57
2.97,3.06,3.19,3.11,3.2
3.45,3.73,4.0,3.77,3.96
4.05,4.4,4.5,4.39,4.37
4.06,4.58,4.56,4.54,4.56
4.86,4.86,4.86,4.86,5.04
4.46,4.4,4.4,4.5,4.59
4.34,4.34,4.34,4.67,4.34
3.79,3.79,3.79,4.04,3.79
3.59,3.59,3.59,4.05,3.59
3.49,3.49,3.49,3.76,3.49
3.45,3.45,3.45,3.63,3.45
3.55,3.55,3.55,3.68,3.55
3.2,3.2,3.2,3.38,3.2
3.8,3.8,3.8,3.88,3.8
4.33,4.33,4.33,4.46,4.33
4.47,4.47,4.47,4.54,4.47
4.59,4.59,4.91,4.91,4.91
4.59,4.64,4.59,4.59,4.08
4.5,4.61,4.51,4.3,4.3
4.01,4.02,3.92,3.76,3.88
3.81,3.81,3.68,3.61,3.66
3.44,3.47,3.41,3.25,3.37
3.36,3.35,3.31,3.31,3.31
3.57,3.48,3.48,3.46,3.45
3.2,3.19,3.11,2.97,3.06
3.96,4.0,3.77,3.45,3.73
4.37,4.5,4.39,4.05,4.4
4.56,4.56,4.54,4.06,4.58
4.99,4.91,4.99,4.91,4.59
4.59,4.59,4.64,4.59,4.21
4.61,4.61,4.5,4.61,4.19
4.02,4.02,4.01,4.02,3.81
3.81,3.81,3.81,3.81,3.6
3.47,3.47,3.44,3.47,3.33
3.35,3.35,3.36,3.35,3.28
3.48,3.48,3.57,3.48,3.45
3.19,3.19,3.2,3.19,3.02
4.0,4.0,3.96,4.0,3.59
4.5,4.5,4.37,4.5,4.05
4.56,4.56,4.56,4.56,4.37
4.91,4.99,4.99,4.91,4.99
4.64,4.59,4.59,4.59,4.64
4.5,4.61,4.61,4.61,4.5
4.01,4.02,4.02,4.02,4.01
3.81,3.81,3.81,3.81,3.81
3.44,3.47,3.47,3.47,3.44
3.36,3.35,3.35,3.35,3.36
3.57,3.48,3.48,3.48,3.57
3.2,3.19,3.19,3.19,3.2
3.96,4.0,4.0,4.0,3.96
4.37,4.5,4.5,4.5,4.37
4.56,4.56,4.56,4.56,4.56
4.52,4.99,4.99,4.41,4.96
4.12,4.59,4.59,4.69,4.59
4.37,4.61,4.61,4.67,4.61
3.82,4.02,4.02,4.04,4.02
3.75,3.81,3.81,4.05,3.81
3.52,3.47,3.47,3.76,3.47
3.57,3.35,3.35,3.63,3.35
3.6,3.48,3.48,3.68,3.48
3.07,3.19,3.19,3.38,3.19
3.61,4.0,4.0,3.88,4.0
4.23,4.5,4.5,4.46,4.5
4.26,4.56,4.56,4.54,4.56
4.99,5.04,4.96,4.41,4.99
4.59,4.69,4.59,4.3,4.59
4.61,4.67,4.61,4.34,4.61
4.02,4.04,4.02,3.71,4.02
3.81,4.05,3.81,3.55,3.81
3.47,3.76,3.47,3.23,3.47
3.35,3.63,3.35,3.34,3.35
3.48,3.68,3.48,3.46,3.48
3.19,3.38,3.19,3.0,3.19
4.0,3.88,4.0,3.64,4.0
4.5,4.46,4.5,4.37,4.5
4.56,4.54,4.56,4.49,4.56
4.52,4.85,4.41,4.86,4.96
4.12,4.3,4.4,4.59,4.4
4.37,4.34,4.34,4.61,4.34
3.82,3.71,3.79,4.02,3.79
3.75,3.55,3.59,3.81,3.59
3.52,3.23,3.49,3.47,3.49
3.57,3.34,3.45,3.35,3.45
3.6,3.46,3.55,3.48,3.55
3.07,3.0,3.2,3.19,3.2
3.61,3.64,3.8,4.0,3.8
4.23,4.37,4.33,4.5,4.33
4.26,4.49,4.47,4.56,4.47
4.86,4.86,4.86,4.86,4.86
4.4,4.4,4.4,4.4,4.46
4.34,4.34,4.34,4.34,4.67
3.79,3.79,3.79,3.79,4.04
3.59,3.59,3.59,3.59,4.05
3.49,3.49,3.49,3.49,3.76
3.45,3.45,3.45,3.45,3.63
3.55,3.55,3.55,3.55,3.68
3.2,3.2,3.2,3.2,3.38
3.8,3.8,3.8,3.8,3.88
4.33,4.33,4.33,4.33,4.46
4.47,4.47,4.47,4.47,4.54
4.91,4.59,4.91,4.91,4.91
4.64,4.64,4.64,4.64,4.21
4.5,4.5,4.5,4.5,4.19
4.01,4.01,4.01,4.01,3.81
3.81,3.81,3.81,3.81,3.6
3.44,3.44,3.44,3.44,3.33
3.36,3.36,3.36,3.36,3.28
3.57,3.57,3.57,3.57,3.45
3.2,3.2,3.2,3.2,3.02
3.96,3.96,3.96,3.96,3.59
4.37,4.37,4.37,4.37,4.05
4.56,4.56,4.56,4.56,4.37
4.59,4.91,4.91,4.59,4.91
4.21,4.64,4.64,4.64,4.59
4.19,4.5,4.5,4.5,4.61
3.81,4.01,4.01,4.01,4.02
3.6,3.81,3.81,3.81,3.81
3.33,3.44,3.44,3.44,3.47
3.28,3.36,3.36,3.36,3.35
3.45,3.57,3.57,3.57,3.48
3.02,3.2,3.2,3.2,3.19
3.59,3.96,3.96,3.96,4.0
4.05,4.37,4.37,4.37,4.5
4.37,4.56,4.56,4.56,4.56
4.91,4.91,4.91,4.99,4.91
4.08,4.59,4.59,4.21,4.59
4.61,4.19,4.51,4.51,4.3
4.02,3.81,3.92,3.88,3.76
3.81,3.6,3.68,3.66,3.61
3.47,3.33,3.41,3.37,3.25
3.35,3.28,3.31,3.31,3.31
3.48,3.45,3.48,3.45,3.46
3.19,3.02,3.11,3.06,2.97
4.0,3.59,3.77,3.73,3.45
4.5,4.05,4.39,4.4,4.05
4.56,4.37,4.54,4.58,4.06
4.99,4.99,4.99,4.99,4.99
4.08,4.46,4.64,4.5,4.4
4.51,4.5,4.51,4.3,4.19
3.92,4.01,3.88,3.76,3.81
3.68,3.81,3.66,3.61,3.6
3.41,3.44,3.37,3.25,3.33
3.31,3.36,3.31,3.31,3.28
3.48,3.57,3.45,3.46,3.45
3.11,3.2,3.06,2.97,3.02
3.77,3.96,3.73,3.45,3.59
4.39,4.37,4.4,4.05,4.05
4.54,4.56,4.58,4.06,4.37
4.96,4.99,4.95,4.99,4.52
4.59,4.12,4.46,4.59,4.3
4.61,4.37,4.51,4.61,4.34
4.02,3.82,3.92,4.02,3.71
3.81,3.75,3.68,3.81,3.55
3.47,3.52,3.41,3.47,3.23
3.35,3.57,3.31,3.35,3.34
3.48,3.6,3.48,3.48,3.46
3.19,3.07,3.11,3.19,3.0
4.0,3.61,3.77,4.0,3.64
4.5,4.23,4.39,4.5,4.37
4.56,4.26,4.54,4.56,4.49
4.99,4.85,4.95,4.52,4.99
4.4,4.46,4.4,4.4,4.59
4.51,4.61,4.3,4.34,4.5
3.92,4.02,3.76,3.79,4.01
3.68,3.81,3.61,3.59,3.81
3.41,3.47,3.25,3.49,3.44
3.31,3.35,3.31,3.45,3.36
3.48,3.48,3.46,3.55,3.57
3.11,3.19,2.97,3.2,3.2
3.77,4.0,3.45,3.8,3.96
4.39,4.5,4.05,4.33,4.37
4.54,4.56,4.06,4.47,4.56
4.96,4.86,4.95,5.04,4.52
4.4,4.46,4.69,4.12,4.46
4.34,4.51,4.67,4.37,4.51
3.79,3.92,4.04,3.82,3.92
3.59,3.68,4.05,3.75,3.68
3.49,3.41,3.76,3.52,3.41
3.45,3.31,3.63,3.57,3.31
3.55,3.48,3.68,3.6,3.48
3.2,3.11,3.38,3.07,3.11
3.8,3.77,3.88,3.61,3.77
4.33,4.39,4.46,4.23,4.39
4.47,4.54,4.54,4.26,4.54
4.85,4.86,5.04,4.86,4.95
4.3,4.4,4.69,4.4,4.46
4.34,4.34,4.67,4.34,4.51
3.71,3.79,4.04,3.79,3.92
3.55,3.59,4.05,3.59,3.68
3.23,3.49,3.76,3.49,3.41
3.34,3.45,3.63,3.45,3.31
3.46,3.55,3.68,3.55,3.48
3.0,3.2,3.38,3.2,3.11
3.64,3.8,3.88,3.8,3.77
4.37,4.33,4.46,4.33,4.39
4.49,4.47,4.54,4.47,4.54
4.86,4.86,4.86,4.85,5.04
4.4,4.4,4.4,4.3,4.69
4.34,4.34,4.34,4.34,4.67
3.79,3.79,3.79,3.71,4.04
3.59,3.59,3.59,3.55,4.05
3.49,3.49,3.49,3.23,3.76
3.45,3.45,3.45,3.34,3.63
3.55,3.55,3.55,3.46,3.68
3.2,3.2,3.2,3.0,3.38
3.8,3.8,3.8,3.64,3.88
4.33,4.33,4.33,4.37,4.46
4.47,4.47,4.47,4.49,4.54
4.86,4.86,4.86,4.86,4.85
4.4,4.4,4.4,4.4,4.3
4.34,4.34,4.34,4.34,4.34
3.79,3.79,3.79,3.79,3.71
3.59,3.59,3.59,3.59,3.55
3.49,3.49,3.49,3.49,3.23
3.45,3.45,3.45,3.45,3.34
3.55,3.55,3.55,3.55,3.46
3.2,3.2,3.2,3.2,3.0
3.8,3.8,3.8,3.8,3.64
4.33,4.33,4.33,4.33,4.37
4.47,4.47,4.47,4.47,4.49
4.91,4.91,4.59,4.91,4.99
4.64,4.64,4.21,4.59,4.64
4.5,4.5,4.19,4.61,4.5
4.01,4.01,3.81,4.02,4.01
3.81,3.81,3.6,3.81,3.81
3.44,3.44,3.33,3.47,3.44
3.36,3.36,3.28,3.35,3.36
3.57,3.57,3.45,3.48,3.57
3.2,3.2,3.02,3.19,3.2
3.96,3.96,3.59,4.0,3.96
4.37,4.37,4.05,4.5,4.37
4.56,4.56,4.37,4.56,4.56
4.91,4.99,4.91,4.91,4.99
4.64,4.59,4.64,4.59,4.21
4.5,4.61,4.5,4.61,4.19
4.01,4.02,4.01,4.02,3.81
3.81,3.81,3.81,3.81,3.6
3.44,3.47,3.44,3.47,3.33
3.36,3.35,3.36,3.35,3.28
3.57,3.48,3.57,3.48,3.45
3.2,3.19,3.2,3.19,3.02
3.96,4.0,3.96,4.0,3.59
4.37,4.5,4.37,4.5,4.05
4.56,4.56,4.56,4.56,4.37
4.91,4.99,4.91,4.99,4.91
4.64,4.59,4.64,4.64,4.59
4.5,4.61,4.5,4.5,4.61
4.01,4.02,4.01,4.01,4.02
3.81,3.81,3.81,3.81,3.81
3.44,3.47,3.44,3.44,3.47
3.36,3.35,3.36,3.36,3.35
3.57,3.48,3.57,3.57,3.48
3.2,3.19,3.2,3.2,3.19
3.96,4.0,3.96,3.96,4.0
4.37,4.5,4.37,4.37,4.5
4.56,4.56,4.56,4.56,4.56
4.99,4.95,4.99,4.99,4.91
4.59,4.59,4.64,4.46,4.59
4.61,4.61,4.5,4.51,4.61
4.02,4.02,4.01,3.92,4.02
3.81,3.81,3.81,3.68,3.81
3.47,3.47,3.44,3.41,3.47
3.35,3.35,3.36,3.31,3.35
3.48,3.48,3.57,3.48,3.48
3.19,3.19,3.2,3.11,3.19
4.0,4.0,3.96,3.77,4.0
4.5,4.5,4.37,4.39,4.5
4.56,4.56,4.56,4.54,4.56
4.95,4.99,4.99,4.96,4.99
4.4,4.5,4.59,4.4,4.4
4.51,4.61,4.5,4.34,4.34
3.88,4.02,4.01,3.76,3.79
3.66,3.81,3.81,3.61,3.59
3.37,3.47,3.44,3.25,3.49
3.35,3.31,3.36,3.31,3.45
3.45,3.48,3.57,3.46,3.55
3.19,3.06,3.2,2.97,3.2
3.73,4.0,3.96,3.45,3.8
4.4,4.5,4.37,4.05,4.33
4.58,4.56,4.56,4.06,4.47
4.95,4.95,4.96,4.99,4.85
4.46,4.59,4.3,4.59,4.4
4.51,4.61,4.34,4.61,4.34
3.92,4.02,3.71,4.02,3.79
3.68,3.81,3.55,3.81,3.59
3.41,3.47,3.23,3.47,3.49
3.31,3.35,3.34,3.35,3.45
3.48,3.48,3.46,3.48,3.55
3.11,3.19,3.0,3.19,3.2
3.77,4.0,3.64,4.0,3.8
4.39,4.5,4.37,4.5,4.33
4.54,4.56,4.49,4.56,4.47
4.95,4.85,4.96,4.86,4.95
4.46,4.3,4.4,4.59,4.4
4.51,4.34,4.34,4.61,4.34
3.92,3.71,3.79,4.02,3.79
3.68,3.55,3.59,3.81,3.59
3.41,3.23,3.49,3.47,3.49
3.31,3.34,3.45,3.35,3.45
3.48,3.46,3.55,3.48,3.55
3.11,3.0,3.2,3.19,3.2
3.77,3.64,3.8,4.0,3.8
4.39,4.37,4.33,4.5,4.33
4.54,4.49,4.47,4.56,4.47
4.59,4.91,4.91,4.59,4.91
4.21,4.64,4.64,4.64,4.21
4.19,4.5,4.5,4.5,4.19
3.81,4.01,4.01,4.01,3.81
3.6,3.81,3.81,3.81,3.6
3.33,3.44,3.44,3.44,3.33
3.28,3.36,3.36,3.36,3.28
3.45,3.57,3.57,3.57,3.45
3.02,3.2,3.2,3.2,3.02
3.59,3.96,3.96,3.96,3.59
4.05,4.37,4.37,4.37,4.05
4.37,4.56,4.56,4.56,4.37