0.081771985,0.07745245,0.20582569,-0.40417647,-0.12429522,-0.30057782,0.0110684335,4.91040563583374
-0.011647821,-0.45720762,-0.6518778,0.87520033,0.1829237,0.31070438,-0.67924887,4.886055946350098
0.2838104,-0.3113233,-0.21812865,1.3620459,0.2625653,-0.10632431,-0.6627867,3.2983062267303467
0.32663316,0.039492995,0.055821452,0.40992236,0.07451263,0.71553427,-0.79910254,3.4537627696990967
0.31548026,-0.49029166,-0.8620112,0.37244654,-0.092757985,0.3241831,-0.66191274,2.3439571857452393
-0.18842046,-0.65856737,-1.0414768,-0.0124136135,-0.15317465,0.4398606,-0.733788,2.804164171218872
-0.07947479,-0.21180151,-0.692361,1.3672751,0.53630644,-0.08500927,-0.86868024,5.127359867095947
0.2978262,0.033687785,0.2660517,-0.34179658,-0.08423555,0.036951203,-0.29725152,4.592169761657715
0.21329649,-0.24532299,0.10441922,-0.0012120679,-0.27943277,-0.17359641,-0.076591976,4.4897589683532715
0.20674406,-0.58373916,0.04022697,0.8858722,0.005735025,-0.13393646,-0.2638666,3.9789156913757324
0.07177974,-0.14612953,-0.50208014,1.7523055,0.6581405,-0.32986495,-0.886845,2.942202091217041
-0.10216211,-0.12278704,-0.41111466,0.5320409,0.5106555,0.29366606,-1.05674,2.980358600616455
-0.99863935,-0.15944482,-2.2319212,0.30645084,0.42276263,1.4536148,-1.5301807,3.6260921955108643
0.18833236,0.24425417,0.28636926,-0.37460074,-0.01797219,-0.0012594685,-0.3973341,4.839382648468018
-0.13755263,-0.3658474,-0.7910326,1.3965832,0.9227183,-0.4159036,-1.1571567,4.176261901855469
-1.0643942,-0.69729406,-1.0328987,0.43051928,0.54006773,0.67882437,-1.1630259,4.688807487487793
0.10773669,0.051436074,0.30339426,-0.28885314,0.040107902,-0.118536584,-0.34863752,2.8963308334350586
-0.5389365,-0.580167,-0.4074545,0.69212794,0.09870218,0.391381,-0.6633059,2.902778387069702
0.4663534,0.30490023,0.44209018,-0.4601395,0.06597327,-0.1759992,-0.37506872,3.177922248840332
0.5368426,0.27867,0.28619093,-0.36704934,-0.11364204,0.33850107,-0.5757585,2.327660083770752
0.21277578,-0.0651491,0.28985125,-0.3779404,0.23445411,-0.17086601,-0.46699083,3.560490131378174
0.4685534,-0.041296154,0.46541443,-0.65704536,0.11424407,0.11054499,-0.4290101,5.322749614715576
0.1869687,-0.56991184,0.10794881,-0.32381195,0.33153683,-0.101179264,-0.6466699,4.371966361999512
0.11330123,-0.28305137,0.1007023,-0.5251119,0.2971102,-0.04979404,-0.6262007,4.321720123291016
0.19037716,0.26084942,0.3168911,-0.5010344,-0.11953151,-0.029487915,-0.21109925,3.473737955093384
0.12352992,0.029999867,0.3068731,-0.4806894,0.08904211,-0.18557379,-0.29621947,3.275027275085449
0.052324995,-0.404733,0.1454533,-0.52064794,0.38150692,0.0017512813,-0.6890633,2.8491344451904297
-0.21272792,-0.34764773,-0.64878833,-0.34796244,0.49364048,0.09757853,-0.94993156,3.2067666053771973
-0.03902118,-0.27861297,-0.046083745,-0.5604078,0.0540857,-0.1358192,-0.29067075,4.28571891784668
0.14554934,-0.257523,0.2441651,-0.427859,0.32573783,-0.07173663,-0.61247027,4.946860313415527
-0.1470036,-0.10148828,-0.19209695,-0.5234309,0.23540182,-0.2788423,-0.3845504,4.354518890380859
-0.0121659795,-0.6841478,-0.25384066,-0.3655179,0.24376342,0.27526158,-0.7746088,3.292745590209961
0.29747382,-0.22366114,-0.33672193,0.20552298,-0.30242068,-0.01853025,-0.11960912,3.2442517280578613
0.17159209,0.043583855,0.22008602,-0.35356888,-0.1407202,-0.12404957,-0.12091254,3.281313896179199
0.17676188,-0.01998803,0.22455248,-0.44523054,-0.21903138,-0.07355087,-0.3085913,2.6956682205200195
-1.4187391,-0.66495806,-1.9797413,-1.0109197,0.7350627,-0.72450954,-0.64252275,3.45198392868042
-1.3264366,-0.47772926,-1.3976755,-1.1611649,0.6425397,-0.49096248,-0.70740306,3.8715827465057373
-0.97368515,-0.58469206,-1.0633587,-0.6498945,0.8616004,-0.9040298,-0.70030314,4.3014068603515625
-0.81169534,-1.3210752,-1.049384,-1.3744085,0.29427558,0.7360862,-0.9934365,4.5504655838012695
0.24731122,-0.8504424,-0.7468577,2.5109696,0.5960566,-1.8837013,-0.032775804,3.7689037322998047
-0.6246053,-0.54618436,-1.2299848,-0.09842282,0.36108762,0.34454152,-0.90719455,3.524993419647217
-1.0465064,-0.6255024,-1.2899995,-0.6491309,0.7425884,-0.19010124,-0.8663804,3.2622854709625244
-0.36270788,-0.39384997,-1.1791706,-0.42712373,-0.19720806,0.80081314,-0.7929563,2.763235569000244
-0.24520545,0.47514516,-0.083346814,-0.89792275,0.63430303,-0.8823287,-0.2170009,3.362520933151245
-1.6356072,-0.93754727,-1.6114441,-1.0901176,1.3931423,-0.43017685,-1.3482981,3.594568967819214
-1.5772518,-0.5038569,-1.6913685,-1.5251265,0.5475301,-0.30136007,-0.724217,3.7892823219299316